Linac Beam 
7.1278852832e+01 1.5236565662e+02 1.5236565662e+02 
7.1376303812e+01 1.5238399851e+02 1.5238399851e+02 
7.1473754791e+01 1.5238399379e+02 1.5238399379e+02 
7.1628245000e+01 1.5238399379e+02 1.5238399379e+02 
7.1725695979e+01 1.5238398707e+02 1.5238398707e+02 
7.1823146958e+01 1.5238200645e+02 1.5238200645e+02 
7.1920597937e+01 1.5350787548e+02 1.5350787548e+02 
7.2018048916e+01 1.5459908097e+02 1.5459908097e+02 
7.2115499895e+01 1.5509339215e+02 1.5509339215e+02 
7.2212950874e+01 1.5591873434e+02 1.5591873434e+02 
7.2310401853e+01 1.5620987694e+02 1.5620987694e+02 
7.2407852832e+01 1.5764013391e+02 1.5764013391e+02 
7.2505303812e+01 1.5766001196e+02 1.5766001196e+02 
7.2602754791e+01 1.5766000773e+02 1.5766000773e+02 
7.2990745000e+01 1.5766000773e+02 1.5766000773e+02 
7.3150745000e+01 1.5766000773e+02 1.5766000773e+02 
7.3460745000e+01 1.5766000773e+02 1.5766000773e+02 
7.3920745000e+01 1.5766000773e+02 1.5766000773e+02 
7.4230745000e+01 1.5766000773e+02 1.5766000773e+02 
7.4390745000e+01 1.5766000773e+02 1.5766000773e+02 
7.4759245000e+01 1.5766000773e+02 1.5766000773e+02 
7.4856695979e+01 1.5766000106e+02 1.5766000106e+02 
7.4954146958e+01 1.5765937154e+02 1.5765937154e+02 
7.5051597937e+01 1.5881617477e+02 1.5881617477e+02 
7.5149048916e+01 1.5989616593e+02 1.5989616593e+02 
7.5246499895e+01 1.6038949275e+02 1.6038949275e+02 
7.5343950874e+01 1.6121760299e+02 1.6121760299e+02 
7.5441401853e+01 1.6146045323e+02 1.6146045323e+02 
7.5538852832e+01 1.6287786364e+02 1.6287786364e+02 
7.5636303812e+01 1.6289911117e+02 1.6289911117e+02 
7.5733754791e+01 1.6289910743e+02 1.6289910743e+02 
7.5888245000e+01 1.6289910743e+02 1.6289910743e+02 
7.5985695979e+01 1.6289910084e+02 1.6289910084e+02 
7.6083146958e+01 1.6289972921e+02 1.6289972921e+02 
7.6180597937e+01 1.6408394359e+02 1.6408394359e+02 
7.6278048916e+01 1.6515332719e+02 1.6515332719e+02 
7.6375499895e+01 1.6564534674e+02 1.6564534674e+02 
7.6472950874e+01 1.6647589628e+02 1.6647589628e+02 
7.6570401853e+01 1.6667209096e+02 1.6667209096e+02 
7.6667852832e+01 1.6807343226e+02 1.6807343226e+02 
7.6765303812e+01 1.6809589555e+02 1.6809589555e+02 
7.6862754791e+01 1.6809589230e+02 1.6809589230e+02 
7.7250745000e+01 1.6809589230e+02 1.6809589230e+02 
7.7410745000e+01 1.6809589230e+02 1.6809589230e+02 
7.7720745000e+01 1.6809589230e+02 1.6809589230e+02 
7.8180745000e+01 1.6809589230e+02 1.6809589230e+02 
7.8490745000e+01 1.6809589230e+02 1.6809589230e+02 
7.8650745000e+01 1.6809589230e+02 1.6809589230e+02 
7.9019245000e+01 1.6809589230e+02 1.6809589230e+02 
7.9116695979e+01 1.6809588580e+02 1.6809588580e+02 
7.9214146958e+01 1.6809768313e+02 1.6809768313e+02 
7.9311597937e+01 1.6930619661e+02 1.6930619661e+02 
7.9409048916e+01 1.7036561196e+02 1.7036561196e+02 
7.9506499895e+01 1.7085602377e+02 1.7085602377e+02 
7.9603950874e+01 1.7168870749e+02 1.7168870749e+02 
7.9701401853e+01 1.7183985481e+02 1.7183985481e+02 
7.9798852832e+01 1.7322242521e+02 1.7322242521e+02 
7.9896303812e+01 1.7324596336e+02 1.7324596336e+02 
7.9993754791e+01 1.7324596059e+02 1.7324596059e+02 
8.0148245000e+01 1.7324596059e+02 1.7324596059e+02 
8.0245695979e+01 1.7324595420e+02 1.7324595420e+02 
8.0343146958e+01 1.7324883622e+02 1.7324883622e+02 
8.0440597937e+01 1.7447889912e+02 1.7447889912e+02 
8.0538048916e+01 1.7552900763e+02 1.7552900763e+02 
8.0635499895e+01 1.7601752773e+02 1.7601752773e+02 
8.0732950874e+01 1.7685206217e+02 1.7685206217e+02 
8.0830401853e+01 1.7695972047e+02 1.7695972047e+02 
8.0927852832e+01 1.7832126305e+02 1.7832126305e+02 
8.1025303812e+01 1.7834574750e+02 1.7834574750e+02 
8.1122754791e+01 1.7834574521e+02 1.7834574521e+02 
8.1510745000e+01 1.7834574521e+02 1.7834574521e+02 
8.1670745000e+01 1.7834574521e+02 1.7834574521e+02 
8.1980745000e+01 1.7834574521e+02 1.7834574521e+02 
8.2440745000e+01 1.7834574521e+02 1.7834574521e+02 
8.2750745000e+01 1.7834574521e+02 1.7834574521e+02 
8.2910745000e+01 1.7834574521e+02 1.7834574521e+02 
8.3279245000e+01 1.7834574521e+02 1.7834574521e+02 
8.3376695979e+01 1.7834573894e+02 1.7834573894e+02 
8.3474146958e+01 1.7834962609e+02 1.7834962609e+02 
8.3571597937e+01 1.7959880642e+02 1.7959880642e+02 
8.3669048916e+01 1.8064028495e+02 1.8064028495e+02 
8.3766499895e+01 1.8112664006e+02 1.8112664006e+02 
8.3863950874e+01 1.8196276126e+02 1.8196276126e+02 
8.3961401853e+01 1.8202842229e+02 1.8202842229e+02 
8.4058852832e+01 1.8336705605e+02 1.8336705605e+02 
8.4156303812e+01 1.8339236989e+02 1.8339236989e+02 
8.4253754791e+01 1.8339236807e+02 1.8339236807e+02 
8.4408245000e+01 1.8339236807e+02 1.8339236807e+02 
8.4505695979e+01 1.8339236191e+02 1.8339236191e+02 
8.4603146958e+01 1.8339699127e+02 1.8339699127e+02 
8.4700597937e+01 1.8465874061e+02 1.8465874061e+02 
8.4798048916e+01 1.8569754192e+02 1.8569754192e+02 
8.4895499895e+01 1.8617684170e+02 1.8617684170e+02 
8.4992950874e+01 1.8701451145e+02 1.8701451145e+02 
8.5090401853e+01 1.8703059447e+02 1.8703059447e+02 
8.5187852832e+01 1.8834035376e+02 1.8834035376e+02 
8.5285303812e+01 1.8836647976e+02 1.8836647976e+02 
8.5382754791e+01 1.8836647843e+02 1.8836647843e+02 
8.5770745000e+01 1.8836647843e+02 1.8836647843e+02 
8.5930745000e+01 1.8836647843e+02 1.8836647843e+02 
8.6240745000e+01 1.8836647843e+02 1.8836647843e+02 
8.6700745000e+01 1.8836647843e+02 1.8836647843e+02 
8.7010745000e+01 1.8836647843e+02 1.8836647843e+02 
8.7170745000e+01 1.8836647843e+02 1.8836647843e+02 
8.7539245000e+01 1.8836647843e+02 1.8836647843e+02 
8.7636695979e+01 1.8836647238e+02 1.8836647238e+02 
8.7734146958e+01 1.8837177330e+02 1.8837177330e+02 
8.7831597937e+01 1.8964446423e+02 1.8964446423e+02 
8.7929048916e+01 1.9068140753e+02 1.9068140753e+02 
8.8026499895e+01 1.9115335157e+02 1.9115335157e+02 
8.8123950874e+01 1.9199212945e+02 1.9199212945e+02 
8.8221401853e+01 1.9196010097e+02 1.9196010097e+02 
8.8318852832e+01 1.9323899870e+02 1.9323899870e+02 
8.8416303812e+01 1.9326581969e+02 1.9326581969e+02 
8.8513754791e+01 1.9326581884e+02 1.9326581884e+02 
8.8668245000e+01 1.9326581884e+02 1.9326581884e+02 
8.8765695979e+01 1.9326581290e+02 1.9326581290e+02 
8.8863146958e+01 1.9327171997e+02 1.9327171997e+02 
8.8960597937e+01 1.9455391670e+02 1.9455391670e+02 
8.9058048916e+01 1.9558978254e+02 1.9558978254e+02 
8.9155499895e+01 1.9605408108e+02 1.9605408108e+02 
8.9252950874e+01 1.9689354560e+02 1.9689354560e+02 
8.9350401853e+01 1.9681482773e+02 1.9681482773e+02 
8.9447852832e+01 1.9806119119e+02 1.9806119119e+02 
8.9545303812e+01 1.9808860023e+02 1.9808860023e+02 
8.9642754791e+01 1.9808859985e+02 1.9808859985e+02 
9.0030745000e+01 1.9808859985e+02 1.9808859985e+02 
9.0190745000e+01 1.9808859985e+02 1.9808859985e+02 
9.0500745000e+01 1.9808859985e+02 1.9808859985e+02 
9.0960745000e+01 1.9808859985e+02 1.9808859985e+02 
9.1270745000e+01 1.9808859985e+02 1.9808859985e+02 
9.1430745000e+01 1.9808859985e+02 1.9808859985e+02 
9.1799245000e+01 1.9808859985e+02 1.9808859985e+02 
9.1896695979e+01 1.9808859402e+02 1.9808859402e+02 
9.1994146958e+01 1.9809504647e+02 1.9809504647e+02 
9.2091597937e+01 1.9938547248e+02 1.9938547248e+02 
9.2189048916e+01 2.0042100890e+02 2.0042100890e+02 
9.2286499895e+01 2.0087737538e+02 2.0087737538e+02 
9.2383950874e+01 2.0171712159e+02 2.0171712159e+02 
9.2481401853e+01 2.0159307697e+02 2.0159307697e+02 
9.2578852832e+01 2.0280549526e+02 2.0280549526e+02 
9.2676303812e+01 2.0283339491e+02 2.0283339491e+02 
9.2773754791e+01 2.0283339498e+02 2.0283339498e+02 
9.2928245000e+01 2.0283339498e+02 2.0283339498e+02 
9.3025695979e+01 2.0283338924e+02 2.0283338924e+02 
9.3123146958e+01 2.0284033169e+02 2.0284033169e+02 
9.3220597937e+01 2.0413787084e+02 2.0413787084e+02 
9.3318048916e+01 2.0517376104e+02 2.0517376104e+02 
9.3415499895e+01 2.0562193988e+02 2.0562193988e+02 
9.3512950874e+01 2.0646157855e+02 2.0646157855e+02 
9.3610401853e+01 2.0629356313e+02 2.0629356313e+02 
9.3707852832e+01 2.0747088281e+02 2.0747088281e+02 
9.3805303812e+01 2.0749918390e+02 2.0749918390e+02 
9.3902754791e+01 2.0749918440e+02 2.0749918440e+02 
9.4290745000e+01 2.0749918440e+02 2.0749918440e+02 
9.4450745000e+01 2.0749918440e+02 2.0749918440e+02 
9.4760745000e+01 2.0749918440e+02 2.0749918440e+02 
9.5220745000e+01 2.0749918440e+02 2.0749918440e+02 
9.5530745000e+01 2.0749918440e+02 2.0749918440e+02 
9.5690745000e+01 2.0749918440e+02 2.0749918440e+02 
9.6059245000e+01 2.0749918440e+02 2.0749918440e+02 
9.6156695979e+01 2.0749917919e+02 2.0749917919e+02 
9.6254146958e+01 2.0750789014e+02 2.0750789014e+02 
9.6351597937e+01 2.0879752123e+02 2.0879752123e+02 
9.6449048916e+01 2.0974952230e+02 2.0974952230e+02 
9.6546499895e+01 2.1021538958e+02 2.1021538958e+02 
9.6643950874e+01 2.1102709473e+02 2.1102709473e+02 
9.6741401853e+01 2.1090305388e+02 2.1090305388e+02 
9.6838852832e+01 2.1205797805e+02 2.1205797805e+02 
9.6936303812e+01 2.1208518714e+02 2.1208518714e+02 
9.7033754791e+01 2.1208518760e+02 2.1208518760e+02 
9.7188245000e+01 2.1208518760e+02 2.1208518760e+02 
9.7285695979e+01 2.1208518250e+02 2.1208518250e+02 
9.7383146958e+01 2.1209425097e+02 2.1209425097e+02 
9.7480597937e+01 2.1338655033e+02 2.1338655033e+02 
9.7578048916e+01 2.1433878838e+02 2.1433878838e+02 
9.7675499895e+01 2.1479601743e+02 2.1479601743e+02 
9.7772950874e+01 2.1560679525e+02 2.1560679525e+02 
9.7870401853e+01 2.1544272947e+02 2.1544272947e+02 
9.7967852832e+01 2.1656336545e+02 2.1656336545e+02 
9.8065303812e+01 2.1659085406e+02 2.1659085406e+02 
9.8162754791e+01 2.1659085490e+02 2.1659085490e+02 
9.8550745000e+01 2.1659085490e+02 2.1659085490e+02 
9.8806945000e+01 2.1659085490e+02 2.1659085490e+02 
9.9216945000e+01 2.1659085490e+02 2.1659085490e+02 
9.9816945000e+01 2.1659085490e+02 2.1659085490e+02 
1.0022694500e+02 2.1659085490e+02 2.1659085490e+02 
1.0048314500e+02 2.1659085490e+02 2.1659085490e+02 
1.0089754500e+02 2.1659085490e+02 2.1659085490e+02 
1.0100572312e+02 2.1661270160e+02 2.1661270160e+02 
1.0111390125e+02 2.1624927874e+02 2.1624927874e+02 
1.0122207937e+02 2.1634278016e+02 2.1634278016e+02 
1.0133025750e+02 2.1651636645e+02 2.1651636645e+02 
1.0143843562e+02 2.1692627222e+02 2.1692627222e+02 
1.0154661374e+02 2.1764783435e+02 2.1764783435e+02 
1.0165479187e+02 2.1859332645e+02 2.1859332645e+02 
1.0176296999e+02 2.1949125552e+02 2.1949125552e+02 
1.0187114811e+02 2.2010710956e+02 2.2010710956e+02 
1.0197932624e+02 2.1996303220e+02 2.1996303220e+02 
1.0208750436e+02 2.1991871954e+02 2.1991871954e+02 
1.0239754500e+02 2.1992448718e+02 2.1992448718e+02 
1.0250572312e+02 2.1994643354e+02 2.1994643354e+02 
1.0261390125e+02 2.1957231465e+02 2.1957231465e+02 
1.0272207937e+02 2.1972927939e+02 2.1972927939e+02 
1.0283025750e+02 2.1994332331e+02 2.1994332331e+02 
1.0293843562e+02 2.2036892238e+02 2.2036892238e+02 
1.0304661374e+02 2.2109407298e+02 2.2109407298e+02 
1.0315479187e+02 2.2204319605e+02 2.2204319605e+02 
1.0326296999e+02 2.2294491987e+02 2.2294491987e+02 
1.0337114811e+02 2.2356867676e+02 2.2356867676e+02 
1.0347932624e+02 2.2345717455e+02 2.2345717455e+02 
1.0358750436e+02 2.2340897885e+02 2.2340897885e+02 
1.0389754500e+02 2.2341489647e+02 2.2341489647e+02 
1.0400572312e+02 2.2343707615e+02 2.2343707615e+02 
1.0411390125e+02 2.2305259735e+02 2.2305259735e+02 
1.0422207937e+02 2.2324773391e+02 2.2324773391e+02 
1.0433025750e+02 2.2348034970e+02 2.2348034970e+02 
1.0443843562e+02 2.2391127494e+02 2.2391127494e+02 
1.0454661374e+02 2.2464350296e+02 2.2464350296e+02 
1.0465479187e+02 2.2560724349e+02 2.2560724349e+02 
1.0476296999e+02 2.2652329382e+02 2.2652329382e+02 
1.0487114811e+02 2.2716862545e+02 2.2716862545e+02 
1.0497932624e+02 2.2711327216e+02 2.2711327216e+02 
1.0508750436e+02 2.2705882701e+02 2.2705882701e+02 
1.0539754500e+02 2.2706497346e+02 2.2706497346e+02 
1.0550572312e+02 2.2708691543e+02 2.2708691543e+02 
1.0561390125e+02 2.2669513084e+02 2.2669513084e+02 
1.0572207937e+02 2.2695585076e+02 2.2695585076e+02 
1.0583025750e+02 2.2722993321e+02 2.2722993321e+02 
1.0593843562e+02 2.2767610705e+02 2.2767610705e+02 
1.0604661374e+02 2.2841137752e+02 2.2841137752e+02 
1.0615479187e+02 2.2937845984e+02 2.2937845984e+02 
1.0626296999e+02 2.3029714935e+02 2.3029714935e+02 
1.0637114811e+02 2.3094859063e+02 2.3094859063e+02 
1.0647932624e+02 2.3092894646e+02 2.3092894646e+02 
1.0658750436e+02 2.3087078386e+02 2.3087078386e+02 
1.0707074500e+02 2.3087701054e+02 2.3087701054e+02 
1.0732694500e+02 2.3087701054e+02 2.3087701054e+02 
1.0773694500e+02 2.3087701054e+02 2.3087701054e+02 
1.0833694500e+02 2.3087701054e+02 2.3087701054e+02 
1.0874694500e+02 2.3087701054e+02 2.3087701054e+02 
1.0900314500e+02 2.3087701054e+02 2.3087701054e+02 
1.0941754500e+02 2.3087701054e+02 2.3087701054e+02 
1.0952572312e+02 2.3090148590e+02 2.3090148590e+02 
1.0963390125e+02 2.3045373986e+02 2.3045373986e+02 
1.0974207937e+02 2.3079852849e+02 2.3079852849e+02 
1.0985025750e+02 2.3113411939e+02 2.3113411939e+02 
1.0995843562e+02 2.3164292633e+02 2.3164292633e+02 
1.1006661374e+02 2.3247401792e+02 2.3247401792e+02 
1.1017479187e+02 2.3357152043e+02 2.3357152043e+02 
1.1028296999e+02 2.3461252561e+02 2.3461252561e+02 
1.1039114811e+02 2.3536080844e+02 2.3536080844e+02 
1.1049932624e+02 2.3540565927e+02 2.3540565927e+02 
1.1060750436e+02 2.3533392844e+02 2.3533392844e+02 
1.1091754500e+02 2.3534103317e+02 2.3534103317e+02 
1.1102572312e+02 2.3536472943e+02 2.3536472943e+02 
1.1113390125e+02 2.3491328493e+02 2.3491328493e+02 
1.1124207937e+02 2.3533942573e+02 2.3533942573e+02 
1.1135025750e+02 2.3572599241e+02 2.3572599241e+02 
1.1145843562e+02 2.3625214666e+02 2.3625214666e+02 
1.1156661374e+02 2.3708603618e+02 2.3708603618e+02 
1.1167479187e+02 2.3818737986e+02 2.3818737986e+02 
1.1178296999e+02 2.3923003905e+02 2.3923003905e+02 
1.1189114811e+02 2.3998355351e+02 2.3998355351e+02 
1.1199932624e+02 2.4007765296e+02 2.4007765296e+02 
1.1210750436e+02 2.4000161162e+02 2.4000161162e+02 
1.1241754500e+02 2.4000870801e+02 2.4000870801e+02 
1.1252572312e+02 2.4003133595e+02 2.4003133595e+02 
1.1263390125e+02 2.3957971708e+02 2.3957971708e+02 
1.1274207937e+02 2.4008601028e+02 2.4008601028e+02 
1.1285025750e+02 2.4052302438e+02 2.4052302438e+02 
1.1295843562e+02 2.4106576797e+02 2.4106576797e+02 
1.1306661374e+02 2.4190201951e+02 2.4190201951e+02 
1.1317479187e+02 2.4300721976e+02 2.4300721976e+02 
1.1328296999e+02 2.4405105845e+02 2.4405105845e+02 
1.1339114811e+02 2.4480861653e+02 2.4480861653e+02 
1.1349932624e+02 2.4495274150e+02 2.4495274150e+02 
1.1360750436e+02 2.4487267421e+02 2.4487267421e+02 
1.1391754500e+02 2.4487970864e+02 2.4487970864e+02 
1.1402572312e+02 2.4490098498e+02 2.4490098498e+02 
1.1413390125e+02 2.4445282108e+02 2.4445282108e+02 
1.1424207937e+02 2.4503737873e+02 2.4503737873e+02 
1.1435025750e+02 2.4552405908e+02 2.4552405908e+02 
1.1445843562e+02 2.4608259232e+02 2.4608259232e+02 
1.1456661374e+02 2.4692076798e+02 2.4692076798e+02 
1.1467479187e+02 2.4802983062e+02 2.4802983062e+02 
1.1478296999e+02 2.4907434919e+02 2.4907434919e+02 
1.1489114811e+02 2.4983469064e+02 2.4983469064e+02 
1.1499932624e+02 2.5002927766e+02 2.5002927766e+02 
1.1510750436e+02 2.4994551666e+02 2.4994551666e+02 
1.1559074500e+02 2.4995243446e+02 2.4995243446e+02 
1.1584694500e+02 2.4995243446e+02 2.4995243446e+02 
1.1625694500e+02 2.4995243446e+02 2.4995243446e+02 
1.1685694500e+02 2.4995243446e+02 2.4995243446e+02 
1.1726694500e+02 2.4995243446e+02 2.4995243446e+02 
1.1752314500e+02 2.4995243446e+02 2.4995243446e+02 
1.1793754500e+02 2.4995243446e+02 2.4995243446e+02 
1.1804572312e+02 2.4997601312e+02 2.4997601312e+02 
1.1815390125e+02 2.4944608872e+02 2.4944608872e+02 
1.1826207937e+02 2.5024314400e+02 2.5024314400e+02 
1.1837025750e+02 2.5088969411e+02 2.5088969411e+02 
1.1847843562e+02 2.5158036179e+02 2.5158036179e+02 
1.1858661374e+02 2.5259003556e+02 2.5259003556e+02 
1.1869479187e+02 2.5392868840e+02 2.5392868840e+02 
1.1880296999e+02 2.5518476680e+02 2.5518476680e+02 
1.1891114811e+02 2.5610086289e+02 2.5610086289e+02 
1.1901932624e+02 2.5640570860e+02 2.5640570860e+02 
1.1912750436e+02 2.5630034651e+02 2.5630034651e+02 
1.1943754500e+02 2.5630841468e+02 2.5630841468e+02 
1.1954572312e+02 2.5632930447e+02 2.5632930447e+02 
1.1965390125e+02 2.5581512472e+02 2.5581512472e+02 
1.1976207937e+02 2.5671328295e+02 2.5671328295e+02 
1.1987025750e+02 2.5742516634e+02 2.5742516634e+02 
1.1997843562e+02 2.5813444445e+02 2.5813444445e+02 
1.2008661374e+02 2.5914529227e+02 2.5914529227e+02 
1.2019479187e+02 2.6048942648e+02 2.6048942648e+02 
1.2030296999e+02 2.6174421175e+02 2.6174421175e+02 
1.2041114811e+02 2.6266012883e+02 2.6266012883e+02 
1.2051932624e+02 2.6304040485e+02 2.6304040485e+02 
1.2062750436e+02 2.6293090479e+02 2.6293090479e+02 
1.2093754500e+02 2.6293861751e+02 2.6293861751e+02 
1.2104572312e+02 2.6295645242e+02 2.6295645242e+02 
1.2115390125e+02 2.6246384309e+02 2.6246384309e+02 
1.2126207937e+02 2.6345646276e+02 2.6345646276e+02 
1.2137025750e+02 2.6423107080e+02 2.6423107080e+02 
1.2147843562e+02 2.6495752353e+02 2.6495752353e+02 
1.2158661374e+02 2.6596892473e+02 2.6596892473e+02 
1.2169479187e+02 2.6731848303e+02 2.6731848303e+02 
1.2180296999e+02 2.6857088359e+02 2.6857088359e+02 
1.2191114811e+02 2.6948406040e+02 2.6948406040e+02 
1.2201932624e+02 2.6993838898e+02 2.6993838898e+02 
1.2212750436e+02 2.6982557438e+02 2.6982557438e+02 
1.2243754500e+02 2.6983284121e+02 2.6983284121e+02 
1.2254572312e+02 2.6984731754e+02 2.6984731754e+02 
1.2265390125e+02 2.6938176012e+02 2.6938176012e+02 
1.2276207937e+02 2.7046115162e+02 2.7046115162e+02 
1.2287025750e+02 2.7129546011e+02 2.7129546011e+02 
1.2297843562e+02 2.7203761835e+02 2.7203761835e+02 
1.2308661374e+02 2.7304896061e+02 2.7304896061e+02 
1.2319479187e+02 2.7440386659e+02 2.7440386659e+02 
1.2330296999e+02 2.7565282756e+02 2.7565282756e+02 
1.2341114811e+02 2.7656077431e+02 2.7656077431e+02 
1.2351932624e+02 2.7708709648e+02 2.7708709648e+02 
1.2362750436e+02 2.7697182274e+02 2.7697182274e+02 
1.2411074500e+02 2.7697856177e+02 2.7697856177e+02 
1.2436694500e+02 2.7697856177e+02 2.7697856177e+02 
1.2477694500e+02 2.7697856177e+02 2.7697856177e+02 
1.2537694500e+02 2.7697856177e+02 2.7697856177e+02 
1.2578694500e+02 2.7697856177e+02 2.7697856177e+02 
1.2604314500e+02 2.7697856177e+02 2.7697856177e+02 
1.2645754500e+02 2.7697856177e+02 2.7697856177e+02 
1.2656572312e+02 2.7699166507e+02 2.7699166507e+02 
1.2667390125e+02 2.7647652487e+02 2.7647652487e+02 
1.2678207937e+02 2.7783855002e+02 2.7783855002e+02 
1.2689025750e+02 2.7888416762e+02 2.7888416762e+02 
1.2699843562e+02 2.7977376736e+02 2.7977376736e+02 
1.2710661374e+02 2.8096812518e+02 2.8096812518e+02 
1.2721479187e+02 2.8257589824e+02 2.8257589824e+02 
1.2732296999e+02 2.8404218604e+02 2.8404218604e+02 
1.2743114811e+02 2.8510354824e+02 2.8510354824e+02 
1.2753932624e+02 2.8583084600e+02 2.8583084600e+02 
1.2764750436e+02 2.8569241412e+02 2.8569241412e+02 
1.2795754500e+02 2.8569948039e+02 2.8569948039e+02 
1.2806572312e+02 2.8570796621e+02 2.8570796621e+02 
1.2817390125e+02 2.8523604701e+02 2.8523604701e+02 
1.2828207937e+02 2.8668043111e+02 2.8668043111e+02 
1.2839025750e+02 2.8778349978e+02 2.8778349978e+02 
1.2849843562e+02 2.8868269379e+02 2.8868269379e+02 
1.2860661374e+02 2.8987559579e+02 2.8987559579e+02 
1.2871479187e+02 2.9148924584e+02 2.9148924584e+02 
1.2882296999e+02 2.9293986148e+02 2.9293986148e+02 
1.2893114811e+02 2.9398294931e+02 2.9398294931e+02 
1.2903932624e+02 2.9481827791e+02 2.9481827791e+02 
1.2914750436e+02 2.9467934097e+02 2.9467934097e+02 
1.2945754500e+02 2.9468533510e+02 2.9468533510e+02 
1.2956572312e+02 2.9468913197e+02 2.9468913197e+02 
1.2967390125e+02 2.9426464314e+02 2.9426464314e+02 
1.2978207937e+02 2.9577975453e+02 2.9577975453e+02 
1.2989025750e+02 2.9693594260e+02 2.9693594260e+02 
1.2999843562e+02 2.9784351052e+02 2.9784351052e+02 
1.3010661374e+02 2.9903480703e+02 2.9903480703e+02 
1.3021479187e+02 3.0065359991e+02 3.0065359991e+02 
1.3032296999e+02 3.0208543434e+02 3.0208543434e+02 
1.3043114811e+02 3.0310504262e+02 3.0310504262e+02 
1.3053932624e+02 3.0403974280e+02 3.0403974280e+02 
1.3064750436e+02 3.0390207503e+02 3.0390207503e+02 
1.3095754500e+02 3.0390691056e+02 3.0390691056e+02 
1.3106572312e+02 3.0390604935e+02 3.0390604935e+02 
1.3117390125e+02 3.0353218784e+02 3.0353218784e+02 
1.3128207937e+02 3.0510637781e+02 3.0510637781e+02 
1.3139025750e+02 3.0631125887e+02 3.0631125887e+02 
1.3149843562e+02 3.0722603888e+02 3.0722603888e+02 
1.3160661374e+02 3.0841560198e+02 3.0841560198e+02 
1.3171479187e+02 3.1003882252e+02 3.1003882252e+02 
1.3182296999e+02 3.1144911055e+02 3.1144911055e+02 
1.3193114811e+02 3.1244070146e+02 3.1244070146e+02 
1.3203932624e+02 3.1346542848e+02 3.1346542848e+02 
1.3214750436e+02 3.1333065876e+02 3.1333065876e+02 
1.3263074500e+02 3.1333428178e+02 3.1333428178e+02 
1.3288694500e+02 3.1333428178e+02 3.1333428178e+02 
1.3329694500e+02 3.1333428178e+02 3.1333428178e+02 
1.3389694500e+02 3.1333428178e+02 3.1333428178e+02 
1.3430694500e+02 3.1333428178e+02 3.1333428178e+02 
1.3456314500e+02 3.1333428178e+02 3.1333428178e+02 
1.3497754500e+02 3.1333428178e+02 3.1333428178e+02 
1.3508572312e+02 3.1332778850e+02 3.1332778850e+02 
1.3519390125e+02 3.1295628309e+02 3.1295628309e+02 
1.3530207937e+02 3.1485106938e+02 3.1485106938e+02 
1.3541025750e+02 3.1631224194e+02 3.1631224194e+02 
1.3551843562e+02 3.1738780427e+02 3.1738780427e+02 
1.3562661374e+02 3.1877334762e+02 3.1877334762e+02 
1.3573479187e+02 3.2067224157e+02 3.2067224157e+02 
1.3584296999e+02 3.2228783295e+02 3.2228783295e+02 
1.3595114811e+02 3.2340366273e+02 3.2340366273e+02 
1.3605932624e+02 3.2470244497e+02 3.2470244497e+02 
1.3616750436e+02 3.2455094924e+02 3.2455094924e+02 
1.3647754500e+02 3.2455355289e+02 3.2455355289e+02 
1.3658572312e+02 3.2454118063e+02 3.2454118063e+02 
1.3669390125e+02 3.2424358301e+02 3.2424358301e+02 
1.3680207937e+02 3.2618659468e+02 3.2618659468e+02 
1.3691025750e+02 3.2770130411e+02 3.2770130411e+02 
1.3701843562e+02 3.2878360907e+02 3.2878360907e+02 
1.3712661374e+02 3.3016649755e+02 3.3016649755e+02 
1.3723479187e+02 3.3206950233e+02 3.3206950233e+02 
1.3734296999e+02 3.3364936142e+02 3.3364936142e+02 
1.3745114811e+02 3.3471692029e+02 3.3471692029e+02 
1.3755932624e+02 3.3610910522e+02 3.3610910522e+02 
1.3766750436e+02 3.3596554408e+02 3.3596554408e+02 
1.3797754500e+02 3.3596647667e+02 3.3596647667e+02 
1.3808572312e+02 3.3594864303e+02 3.3594864303e+02 
1.3819390125e+02 3.3572542006e+02 3.3572542006e+02 
1.3830207937e+02 3.3770073003e+02 3.3770073003e+02 
1.3841025750e+02 3.3926240271e+02 3.3926240271e+02 
1.3851843562e+02 3.4035002956e+02 3.4035002956e+02 
1.3862661374e+02 3.4173016814e+02 3.4173016814e+02 
1.3873479187e+02 3.4363634255e+02 3.4363634255e+02 
1.3884296999e+02 3.4517797396e+02 3.4517797396e+02 
1.3895114811e+02 3.4619359860e+02 3.4619359860e+02 
1.3905932624e+02 3.4766394870e+02 3.4766394870e+02 
1.3916750436e+02 3.4752990202e+02 3.4752990202e+02 
1.3947754500e+02 3.4752921544e+02 3.4752921544e+02 
1.3958572312e+02 3.4750640710e+02 3.4750640710e+02 
1.3969390125e+02 3.4735676681e+02 3.4735676681e+02 
1.3980207937e+02 3.4934999842e+02 3.4934999842e+02 
1.3991025750e+02 3.5095248138e+02 3.5095248138e+02 
1.4001843562e+02 3.5204418383e+02 3.5204418383e+02 
1.4012661374e+02 3.5342150851e+02 3.5342150851e+02 
1.4023479187e+02 3.5533000766e+02 3.5533000766e+02 
1.4034296999e+02 3.5683156770e+02 3.5683156770e+02 
1.4045114811e+02 3.5779272889e+02 3.5779272889e+02 
1.4055932624e+02 3.5932672025e+02 3.5932672025e+02 
